hV4,VO2,VO1,cortex,rater,sid,hemisphere,message
0.0,186.28444576229197,211.0627254021452,90619.2890625,BrendaQiu,176542,lh,"OKAY: ('BrendaQiu', 176542, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
464.3239791632916,201.76820171216332,177.8707777471734,90191.5859375,BrendaQiu,176542,rh,"OKAY: ('BrendaQiu', 176542, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
395.37294232936273,333.09011794737296,229.47426115807934,98644.2734375,BrendaQiu,177140,lh,"OKAY: ('BrendaQiu', 177140, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
330.9038596621332,282.79403856700526,223.7717819823086,98174.484375,BrendaQiu,177140,rh,"OKAY: ('BrendaQiu', 177140, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
418.06171500598407,533.9601734411426,506.77333051886814,97457.734375,BrendaQiu,177645,lh,"OKAY: ('BrendaQiu', 177645, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
771.0646295211025,258.619040895533,387.791544914585,96879.078125,BrendaQiu,177645,rh,"OKAY: ('BrendaQiu', 177645, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
742.7093644954942,147.74871521206617,291.36290700037824,87696.375,BrendaQiu,177746,lh,"OKAY: ('BrendaQiu', 177746, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
806.2177588432116,84.33520843841585,372.1317216543798,87909.578125,BrendaQiu,177746,rh,"OKAY: ('BrendaQiu', 177746, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
739.7028476735434,342.53467812569613,292.50520514914257,101770.0390625,BrendaQiu,178142,lh,"OKAY: ('BrendaQiu', 178142, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
562.8458612308408,246.94714688800573,304.9816829881279,101188.046875,BrendaQiu,178142,rh,"OKAY: ('BrendaQiu', 178142, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
710.2592410984763,196.89889679915882,293.08158337237137,101989.171875,BrendaQiu,178243,lh,"OKAY: ('BrendaQiu', 178243, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
601.610562812825,253.27493665932673,533.7687149269043,102200.03125,BrendaQiu,178243,rh,"OKAY: ('BrendaQiu', 178243, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
759.9539646559481,167.3931216712847,230.3254120740791,92760.8515625,BrendaQiu,178647,lh,"OKAY: ('BrendaQiu', 178647, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
602.3933903829374,201.97871746705994,236.1951446514929,94715.0234375,BrendaQiu,178647,rh,"OKAY: ('BrendaQiu', 178647, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
1023.7475343523045,346.252365108776,478.5006464452868,104592.171875,BrendaQiu,180533,lh,"OKAY: ('BrendaQiu', 180533, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
887.3846642787456,178.5849586537762,315.1278674617646,105907.2578125,BrendaQiu,180533,rh,"OKAY: ('BrendaQiu', 180533, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
626.5288885152331,259.8215108044682,260.56617377552305,90324.078125,BrendaQiu,181232,lh,"OKAY: ('BrendaQiu', 181232, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
466.64927981317334,269.6976875310656,250.01937882893714,91642.0703125,BrendaQiu,181232,rh,"OKAY: ('BrendaQiu', 181232, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
311.04350644222933,153.11665675248003,285.6415709792267,87364.03125,BrendaQiu,181636,lh,"OKAY: ('BrendaQiu', 181636, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
418.68550248550775,167.4567952888516,200.82718752305044,88288.0625,BrendaQiu,181636,rh,"OKAY: ('BrendaQiu', 181636, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
733.0613577285523,159.99077625638475,260.3050054216121,88985.8671875,BrendaQiu,182436,lh,"OKAY: ('BrendaQiu', 182436, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
557.9807438717978,113.26335137855563,224.68384419415713,90493.2109375,BrendaQiu,182436,rh,"OKAY: ('BrendaQiu', 182436, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
649.4521729554368,157.0712808023703,304.1297189507898,99117.03125,BrendaQiu,182739,lh,"OKAY: ('BrendaQiu', 182739, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
648.1539835070979,250.09945327473534,223.48835094169004,98984.53125,BrendaQiu,182739,rh,"OKAY: ('BrendaQiu', 182739, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
777.6157177519166,428.2399321596873,542.0059797787355,118758.0234375,BrendaQiu,185442,lh,"OKAY: ('BrendaQiu', 185442, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
1001.5647697391375,248.27081576823042,655.5321896444057,118442.421875,BrendaQiu,185442,rh,"OKAY: ('BrendaQiu', 185442, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
945.8517591545351,293.74732697870365,440.9291817674185,98449.171875,BrendaQiu,186949,lh,"OKAY: ('BrendaQiu', 186949, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
604.7825146958417,273.0097506413891,275.9624598116374,99278.421875,BrendaQiu,186949,rh,"OKAY: ('BrendaQiu', 186949, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
475.3611473090783,215.16289469170073,188.30736986366148,99309.2265625,BrendaQiu,187345,lh,"OKAY: ('BrendaQiu', 187345, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
481.1185409261412,156.30667342919313,249.15851362695324,99237.40625,BrendaQiu,187345,rh,"OKAY: ('BrendaQiu', 187345, 'rh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
696.2001055939212,132.5602940378839,348.1162738034852,94201.9921875,BrendaQiu,191033,lh,"OKAY: ('BrendaQiu', 191033, 'lh', '/home/nben/visualization/hcp-annot-vc_data/save', {})"
