"","varex_rater","varex_sbj","hemi","contour","loc_on_contour"
"316",0.0354035801906622,0.691213136455934,"rh","VO1_VO2",17
"317",0.0359754617821407,0.688613444093523,"rh","VO1_VO2",18
"318",0.0366288591276933,0.685651572189365,"rh","VO1_VO2",19
"319",0.0373092395809859,0.682421388718506,"rh","VO1_VO2",20
"320",0.038061302885907,0.678950063546284,"rh","VO1_VO2",21
"321",0.038808186470666,0.675326312616288,"rh","VO1_VO2",22
"322",0.0396305077071553,0.671774398966663,"rh","VO1_VO2",23
"323",0.0405076090024296,0.668445380577751,"rh","VO1_VO2",24
"324",0.0413384935947355,0.665449660428222,"rh","VO1_VO2",25
"325",0.0422806831074679,0.662233810028275,"rh","VO1_VO2",26
"326",0.0433689815552316,0.658820992685636,"rh","VO1_VO2",27
"327",0.0446628291362938,0.655043972227545,"rh","VO1_VO2",28
"328",0.0460887176400877,0.650763228500732,"rh","VO1_VO2",29
"329",0.0475201764585405,0.646153221944973,"rh","VO1_VO2",30
"330",0.0490024546371781,0.641316958429759,"rh","VO1_VO2",31
"331",0.0506683238403092,0.636428424635145,"rh","VO1_VO2",32
"332",0.0523514767767215,0.631912076761673,"rh","VO1_VO2",33
"333",0.0541892677868995,0.627291319715546,"rh","VO1_VO2",34
"334",0.0561268517073058,0.622465404910502,"rh","VO1_VO2",35
"335",0.0580668644826649,0.617281506365873,"rh","VO1_VO2",36
"336",0.0600399140415756,0.611914310171114,"rh","VO1_VO2",37
"337",0.0620925140107028,0.606178213127464,"rh","VO1_VO2",38
"338",0.0642766596565763,0.59994898836125,"rh","VO1_VO2",39
"339",0.0664114269456879,0.593392360849359,"rh","VO1_VO2",40
"340",0.0685427295360181,0.586633806043185,"rh","VO1_VO2",41
"341",0.0707843046973999,0.579374534460982,"rh","VO1_VO2",42
"342",0.0731448844455936,0.571632204495006,"rh","VO1_VO2",43
"343",0.0754388885093291,0.563842399388348,"rh","VO1_VO2",44
"344",0.0776573007538811,0.556024349228064,"rh","VO1_VO2",45
"345",0.0799231107988389,0.548053083835346,"rh","VO1_VO2",46
"346",0.0821849067263733,0.539827426216906,"rh","VO1_VO2",47
"347",0.0843274821883481,0.531939128974923,"rh","VO1_VO2",48
"348",0.0865475728866026,0.524141363263336,"rh","VO1_VO2",49
"349",0.000690968583092815,0.99630956277904,"rh","VO_outer",1
"350",0.00278166975448215,0.986314902712625,"rh","VO_outer",2
"351",0.00604639388259545,0.971528621889432,"rh","VO_outer",3
"352",0.0103651684927863,0.952862864314104,"rh","VO_outer",4
"353",0.0151823500157983,0.93089944340606,"rh","VO_outer",5
"354",0.0209186810967095,0.904366731852469,"rh","VO_outer",6
"355",0.0278182547245461,0.872656558199943,"rh","VO_outer",7
"356",0.0362023961726904,0.836778139028336,"rh","VO_outer",8
"357",0.0466212623574243,0.797521701169859,"rh","VO_outer",9
"358",0.0593976564607127,0.75604435556975,"rh","VO_outer",10
"359",0.0734197272002478,0.711307234591787,"rh","VO_outer",11
"360",0.0881852561649461,0.665034709312395,"rh","VO_outer",12
"361",0.103044926540539,0.621289198206908,"rh","VO_outer",13
"362",0.115847545127189,0.582035275297461,"rh","VO_outer",14
"363",0.126650337655297,0.548831136022618,"rh","VO_outer",15
"364",0.135238145356865,0.523660883667244,"rh","VO_outer",16
"365",0.142468738844184,0.505518061301649,"rh","VO_outer",17
"366",0.14873415786504,0.490256943307014,"rh","VO_outer",18
"367",0.15357390346476,0.480549315443056,"rh","VO_outer",19
"368",0.157031428795,0.474170067836489,"rh","VO_outer",20
"369",0.160736562109886,0.467584233516725,"rh","VO_outer",21
"370",0.164004295739817,0.462492434998676,"rh","VO_outer",22
"371",0.167522166773915,0.456836066909219,"rh","VO_outer",23
"372",0.171217903507337,0.451937579104657,"rh","VO_outer",24
"373",0.173563051762153,0.448466704192607,"rh","VO_outer",25
"374",0.174777231879144,0.445398437296576,"rh","VO_outer",26
"375",0.175573797254008,0.441779022317644,"rh","VO_outer",27
"376",0.175305044019938,0.438759914321152,"rh","VO_outer",28
"377",0.174334620849135,0.437844398123107,"rh","VO_outer",29
"378",0.171493326184194,0.438481367377907,"rh","VO_outer",30
"379",0.167308074733156,0.44017783471881,"rh","VO_outer",31
"380",0.161543683946281,0.443917968544312,"rh","VO_outer",32
"381",0.153071668766289,0.450291972149445,"rh","VO_outer",33
"382",0.144557515205633,0.457351795783704,"rh","VO_outer",34
"383",0.137994422331023,0.463671505880312,"rh","VO_outer",35
"384",0.132802601873225,0.468805901754066,"rh","VO_outer",36
"385",0.128926744733461,0.473499493216068,"rh","VO_outer",37
"386",0.12631213020792,0.477635284976928,"rh","VO_outer",38
"387",0.124988238986688,0.48114366850927,"rh","VO_outer",39
"388",0.12359905188342,0.484060963327016,"rh","VO_outer",40
"389",0.122810460486704,0.485528682689365,"rh","VO_outer",41
"390",0.122761524171262,0.485728069185947,"rh","VO_outer",42
"391",0.122863621448717,0.483631479243459,"rh","VO_outer",43
"392",0.123088966650937,0.48376218659809,"rh","VO_outer",44
"393",0.123730675643342,0.484396262897221,"rh","VO_outer",45
"394",0.125625400318017,0.484520810716998,"rh","VO_outer",46
"395",0.127574179445961,0.484018201793165,"rh","VO_outer",47
"396",0.130689739893729,0.48225325824064,"rh","VO_outer",48
"397",0.135435196301852,0.480082488309725,"rh","VO_outer",49
