"","varex_rater","varex_sbj","hemi","contour","loc_on_contour"
"1",0.026186023288627,0.830730725029525,"lh","hV4_outer",0
"2",0.0240953826427918,0.839229731696268,"lh","hV4_outer",1
"3",0.0225254703661234,0.845215000416101,"lh","hV4_outer",2
"4",0.0215604025928182,0.848524102914937,"lh","hV4_outer",3
"5",0.0212528888088354,0.849073959557784,"lh","hV4_outer",4
"6",0.0216269369027869,0.847401107307157,"lh","hV4_outer",5
"7",0.0223025353719271,0.844619801020773,"lh","hV4_outer",6
"8",0.0226926102966899,0.842307159342445,"lh","hV4_outer",7
"9",0.0226344895788229,0.840983661535468,"lh","hV4_outer",8
"10",0.0216063737612147,0.841306223911108,"lh","hV4_outer",9
"11",0.0198472618795958,0.841959608125963,"lh","hV4_outer",10
"12",0.0182631760328293,0.842315117573472,"lh","hV4_outer",11
"13",0.0170740011880004,0.843340303654233,"lh","hV4_outer",12
"14",0.0160678859434116,0.8448422559492,"lh","hV4_outer",13
"15",0.0151926943330667,0.846880590631942,"lh","hV4_outer",14
"16",0.0144311161028407,0.849744229429553,"lh","hV4_outer",15
"17",0.0139188089481284,0.852743278879401,"lh","hV4_outer",16
"18",0.013518561604912,0.855564529774457,"lh","hV4_outer",17
"19",0.01321599653202,0.857726674708367,"lh","hV4_outer",18
"20",0.0131021975242895,0.860170457856385,"lh","hV4_outer",19
"21",0.0131341150417734,0.862420156537227,"lh","hV4_outer",20
"22",0.0132190995903744,0.863828138906341,"lh","hV4_outer",21
"23",0.0133565147101504,0.864581875191455,"lh","hV4_outer",22
"24",0.0135378818658858,0.864966987130623,"lh","hV4_outer",23
"25",0.0138046497935871,0.865000403942512,"lh","hV4_outer",24
"26",0.0141821788921141,0.864412046901476,"lh","hV4_outer",25
"27",0.0144749813417704,0.863271557778391,"lh","hV4_outer",26
"28",0.0146927486152556,0.862305607738679,"lh","hV4_outer",27
"29",0.0148556600349632,0.860954535169246,"lh","hV4_outer",28
"30",0.0149419655212594,0.859486578996458,"lh","hV4_outer",29
"31",0.0148587951922626,0.857865319472377,"lh","hV4_outer",30
"32",0.0147693246832885,0.855659928774031,"lh","hV4_outer",31
"33",0.014590943910308,0.852819458135295,"lh","hV4_outer",32
"34",0.0144418628304129,0.849718524781774,"lh","hV4_outer",33
"35",0.0144088969677834,0.845972754220615,"lh","hV4_outer",34
"36",0.0143406747120536,0.841826357009103,"lh","hV4_outer",35
"37",0.0142540957934507,0.837241120971321,"lh","hV4_outer",36
"38",0.0142631213748357,0.832215574561528,"lh","hV4_outer",37
"39",0.0143246705325656,0.82696406229539,"lh","hV4_outer",38
"40",0.0144755415536234,0.821417359930186,"lh","hV4_outer",39
"41",0.0146402764068448,0.815492462363847,"lh","hV4_outer",40
"42",0.0148309395856481,0.809396444044789,"lh","hV4_outer",41
"43",0.0151156767435255,0.803213709410131,"lh","hV4_outer",42
"44",0.0155036995186858,0.797132866657891,"lh","hV4_outer",43
"45",0.0160896157302488,0.790687271372095,"lh","hV4_outer",44
"46",0.0169152728023834,0.78357493777941,"lh","hV4_outer",45
"47",0.0179249616534354,0.776300953194172,"lh","hV4_outer",46
"48",0.0191541669940604,0.768750318228183,"lh","hV4_outer",47
"49",0.020632876666716,0.761063335086298,"lh","hV4_outer",48
"50",0.0223085763472885,0.752933230145287,"lh","hV4_outer",49
"51",0.0819783248711554,0.744176927316662,"lh","hV4_VO1",0
"52",0.0767519942386719,0.754451571061062,"lh","hV4_VO1",1
"53",0.0716962376275554,0.764347853893106,"lh","hV4_VO1",2
"54",0.0668091152314236,0.773855332376397,"lh","hV4_VO1",3
"55",0.062123463317643,0.78290007743678,"lh","hV4_VO1",4
